away_school_id,home_school_id,away_school_box_score,home_school_box_score,stadium,location,game_timestamp,tv_coverage,betting_line,betting_over_under,stadium_capacity,attendance,away_win_pct,home_win_pct,game_id
2483,2641,"{'1': '15', '2': '3', '3': '0', '4': '20', 'total': '38'}","{'1': '7', '2': '6', '3': '14', '4': '3', 'total': '30'}",Jones AT&T Stadium,"Lubbock, TX ",,,,,"Capacity: 60,454","Capacity: 60,454",,,401524002
2755,99,"{'1': '10', '2': '0', '3': '0', '4': '0', 'total': '10'}","{'1': '14', '2': '28', '3': '14', '4': '16', 'total': '72'}",Tiger Stadium (LA),"Baton Rouge, LA ",,,,,"Capacity: 102,321","Capacity: 102,321",,,401520199
2653,2306,"{'1': '0', '2': '10', '3': '0', '4': '3', 'total': '13'}","{'1': '7', '2': '14', '3': '7', '4': '14', 'total': '42'}",Bill Snyder Family Stadium,"Manhattan, KS ",,,,,"Capacity: 50,000","Capacity: 50,000",,,401525829
302,204,"{'1': '0', '2': '0', '3': '0', '4': '7', 'total': '7'}","{'1': '14', '2': '24', '3': '10', '4': '7', 'total': '55'}",Reser Stadium,"Corvallis, OR ",,,,,"Capacity: 43,363","Capacity: 43,363",,,401524000
2026,153,"{'1': '0', '2': '10', '3': '7', '4': '10', 'total': '7'}","{'1': '0', '2': '10', '3': '10', '4': '7', 'total': '13'}",Kenan Stadium,"Chapel Hill, NC ",,,,,"Capacity: 51,000","Capacity: 51,000",,,401525495
2567,201,"{'1': '3', '2': '0', '3': '0', '4': '8', 'total': '11'}","{'1': '7', '2': '7', '3': '0', '4': '14', 'total': '28'}","Memorial Stadium (Norman, OK)","Norman, OK ",,,,,"Capacity: 86,112","Capacity: 86,112",,,401525830
275,265,"{'1': '3', '2': '6', '3': '13', '4': '0', 'total': '22'}","{'1': '7', '2': '17', '3': '0', '4': '7', 'total': '31'}",Gesa Field,"Pullman, WA ",,,,,"Capacity: 32,952","Capacity: 32,952",,,401520217
145,2655,"{'1': '7', '2': '3', '3': '7', '4': '20', 'total': '37'}","{'1': '7', '2': '10', '3': '0', '4': '3', 'total': '20'}",Yulman Stadium,"New Orleans, LA ",,,,,"Capacity: 30,000","Capacity: 30,000",,,401520214
322,150,"{'1': '7', '2': '0', '3': '0', '4': '0', 'total': '7'}","{'1': '7', '2': '14', '3': '14', '4': '7', 'total': '42'}",Wallace Wade Stadium,"Durham, NC ",,,,,"Capacity: 40,004","Capacity: 40,004",,,401525492
158,38,"{'1': '0', '2': '0', '3': '7', '4': '7', 'total': '14'}","{'1': '0', '2': '13', '3': '10', '4': '13', 'total': '36'}",Folsom Field,"Boulder, CO ",,,,,"Capacity: 50,183","Capacity: 50,183",,,401520188
245,2390,"{'1': '10', '2': '7', '3': '9', '4': '7', 'total': '33'}","{'1': '7', '2': '14', '3': '10', '4': '17', 'total': '48'}",Hard Rock Stadium,"Miami Gardens, FL ",,,,,"Capacity: 64,992","Capacity: 64,992",,,401520201
2127,228,"{'1': '14', '2': '3', '3': '0', '4': '0', 'total': '17'}","{'1': '14', '2': '10', '3': '28', '4': '14', 'total': '66'}","Memorial Stadium (Clemson, SC)","Clemson, SC ",,,,,"Capacity: 81,500","Capacity: 81,500",,,401525491
238,154,"{'1': '0', '2': '14', '3': '0', '4': '6', 'total': '20'}","{'1': '3', '2': '21', '3': '3', '4': '9', 'total': '36'}",Allegacy Federal Credit Union Stadium,"Winston-Salem, NC ",,,,,"Capacity: 31,500","Capacity: 31,500",,,401520216
2169,349,"{'1': '0', '2': '0', '3': '0', '4': '0', 'total': '0'}","{'1': '15', '2': '21', '3': '7', '4': '14', 'total': '57'}",Michie Stadium,"West Point, NY ",,,,,"Capacity: 38,000","Capacity: 38,000",,,401520185
2509,259,"{'1': '7', '2': '10', '3': '0', '4': '7', 'total': '24'}","{'1': '0', '2': '17', '3': '0', '4': '0', 'total': '17'}",Lane Stadium,"Blacksburg, VA ",,,,,"Capacity: 65,632","Capacity: 65,632",,,401520215
107,103,"{'1': '0', '2': '14', '3': '7', '4': '7', 'total': '28'}","{'1': '7', '2': '17', '3': '0', '4': '7', 'total': '31'}","Alumni Stadium (Chestnut Hill, MA)","Chestnut Hill, MA ",,,,,"Capacity: 44,500","Capacity: 44,500",,,401525490
256,258,"{'1': '17', '2': '0', '3': '7', '4': '12', 'total': '36'}","{'1': '7', '2': '7', '3': '21', '4': '0', 'total': '35'}",Scott Stadium,"Charlottesville, VA ",,,,,"Capacity: 61,500","Capacity: 61,500",,,401525498
2569,59,"{'1': '0', '2': '6', '3': '7', '4': '0', 'total': '13'}","{'1': '14', '2': '14', '3': '17', '4': '3', 'total': '48'}",Bobby Dodd Stadium,"Atlanta, GA ",,,,,"Capacity: 55,000","Capacity: 55,000",,,401525494
160,2117,"{'1': '7', '2': '14', '3': '7', '4': '14', 'total': '42'}","{'1': '7', '2': '21', '3': '7', '4': '10', 'total': '45'}",Kelly/Shorts Stadium,"Mount Pleasant, MI ",,,,,"Capacity: 30,255","Capacity: 30,255",,,401532396
2197,189,"{'1': '6', '2': '6', '3': '0', '4': '3', 'total': '15'}","{'1': '7', '2': '14', '3': '10', '4': '7', 'total': '38'}",Doyt L. Perry Stadium,"Bowling Green, OH ",,,,,"Capacity: 24,000","Capacity: 24,000",,,401532400
2198,96,"{'1': '7', '2': '0', '3': '3', '4': '7', 'total': '17'}","{'1': '0', '2': '7', '3': '14', '4': '7', 'total': '28'}",Kroger Field,"Lexington, KY ",,,,,"Capacity: 61,000","Capacity: 61,000",,,401520196
253,252,"{'1': '3', '2': '0', '3': '7', '4': '6', 'total': '16'}","{'1': '6', '2': '21', '3': '7', '4': '7', 'total': '41'}",LaVell Edwards Stadium,"Provo, UT ",,,,,"Capacity: 63,470","Capacity: 63,470",,,401525828
2294,66,"{'1': '3', '2': '14', '3': '3', '4': '0', 'total': '20'}","{'1': '0', '2': '3', '3': '0', '4': '10', 'total': '13'}",Jack Trice Stadium,"Ames, IA ",,,,,"Capacity: 61,500","Capacity: 61,500",,,401520194
257,127,"{'1': '0', '2': '0', '3': '0', '4': '14', 'total': '14'}","{'1': '7', '2': '10', '3': '21', '4': '7', 'total': '45'}",Spartan Stadium,"East Lansing, MI ",,,,,"Capacity: 75,005","Capacity: 75,005",,,401520203
2638,77,"{'1': '7', '2': '0', '3': '0', '4': '0', 'total': '7'}","{'1': '7', '2': '0', '3': '21', '4': '10', 'total': '38'}",Ryan Field,"Evanston, IL ",,,,,"Capacity: 47,130","Capacity: 47,130",,,401520207
2711,183,"{'1': '7', '2': '0', '3': '0', '4': '0', 'total': '7'}","{'1': '17', '2': '28', '3': '3', '4': '0', 'total': '48'}",JMA Wireless Dome,"Syracuse, NY ",,,,,"Capacity: 49,057","Capacity: 49,057",,,401525497
193,113,"{'1': '21', '2': '7', '3': '3', '4': '10', 'total': '41'}","{'1': '0', '2': '7', '3': '14', '4': '7', 'total': '28'}",Warren McGuirk Alumni Stadium,"Amherst, MA ",,,,,"Capacity: 17,000","Capacity: 17,000",,,401526833
326,2636,"{'1': '0', '2': '10', '3': '0', '4': '3', 'total': '13'}","{'1': '3', '2': '7', '3': '7', '4': '3', 'total': '20'}",Alamodome,"San Antonio, TX ",,,,,"Capacity: 36,582","Capacity: 36,582",,,401531395
2681,2426,"{'1': '0', '2': '0', '3': '0', '4': '0', 'total': '0'}","{'1': '7', '2': '10', '3': '0', '4': '7', 'total': '24'}",Navy-Marine Corps Memorial Stadium,"Annapolis, MD ",,,,,"Capacity: 34,000","Capacity: 34,000",,,401531432
79,2459,"{'1': '7', '2': '0', '3': '7', '4': '0', 'total': '14'}","{'1': '0', '2': '0', '3': '3', '4': '8', 'total': '11'}",Huskie Stadium,"Dekalb, IL ",,,,,"Capacity: 23,595","Capacity: 23,595",,,401532397
2640,2649,"{'1': '0', '2': '3', '3': '0', '4': '0', 'total': '3'}","{'1': '22', '2': '28', '3': '7', '4': '14', 'total': '71'}",Glass Bowl,"Toledo, OH ",,,,,"Capacity: 26,038","Capacity: 26,038",,,401532398
2309,8,"{'1': '3', '2': '3', '3': '0', '4': '0', 'total': '6'}","{'1': '7', '2': '7', '3': '7', '4': '7', 'total': '28'}",Razorback Stadium,"Fayetteville, AR ",,,,,"Capacity: 72,000","Capacity: 72,000",,,401520184
276,151,"{'1': '0', '2': '10', '3': '0', '4': '21', 'total': '31'}","{'1': '0', '2': '10', '3': '3', '4': '0', 'total': '13'}",Dowdy-Ficklen Stadium,"Greenville, NC ",,,,,"Capacity: 50,000","Capacity: 50,000",,,401531411
13,23,"{'1': '0', '2': '3', '3': '0', '4': '0', 'total': '3'}","{'1': '17', '2': '21', '3': '21', '4': '0', 'total': '59'}",CEFCU Stadium,"San Jose, CA ",,,,,"Capacity: 30,456","Capacity: 30,456",,,401532578
2502,2751,"{'1': '0', '2': '10', '3': '0', '4': '7', 'total': '17'}","{'1': '14', '2': '7', '3': '10', '4': '0', 'total': '31'}",Jonah Field at War Memorial Stadium,"Laramie, WY ",,,,,"Capacity: 29,181","Capacity: 29,181",,,401532580
2545,6,"{'1': '0', '2': '7', '3': '0', '4': '10', 'total': '17'}","{'1': '0', '2': '7', '3': '14', '4': '14', 'total': '35'}",Hancock Whitney Stadium,"Mobile, AL ",,,,,"Capacity: 25,450","Capacity: 25,450",,,401531844
166,2335,"{'1': '7', '2': '10', '3': '0', '4': '0', 'total': '17'}","{'1': '7', '2': '16', '3': '10', '4': '0', 'total': '33'}",,"Lynchburg, VA ",,,,,"Capacity: 25,000","Capacity: 25,000",,,401520198
2184,277,"{'1': '7', '2': '3', '3': '7', '4': '0', 'total': '17'}","{'1': '7', '2': '28', '3': '7', '4': '14', 'total': '56'}",Milan Puskar Stadium,"Morgantown, WV ",,,,,"Capacity: 60,000","Capacity: 60,000",,,401525833
5,290,"{'1': '0', '2': '22', '3': '7', '4': '6', 'total': '35'}","{'1': '14', '2': '14', '3': '7', '4': '14', 'total': '49'}",,"Statesboro, GA ",,,,,"Capacity: 25,000","Capacity: 25,000",,,401531378
195,2226,"{'1': '0', '2': '7', '3': '7', '4': '3', 'total': '17'}","{'1': '0', '2': '10', '3': '0', '4': '0', 'total': '10'}",FAU Stadium,"Boca Raton, FL ",,,,,"Capacity: 29,571","Capacity: 29,571",,,401531419
309,295,"{'1': '10', '2': '7', '3': '0', '4': '14', 'total': '31'}","{'1': '7', '2': '10', '3': '14', '4': '7', 'total': '38'}",S.B. Ballard Stadium,"Norfolk, VA ",,,,,"Capacity: 21,944","Capacity: 21,944",,,401531842
2415,2006,"{'1': '0', '2': '7', '3': '14', '4': '0', 'total': '21'}","{'1': '3', '2': '14', '3': '0', '4': '7', 'total': '24'}",InfoCision Stadium,"Akron, OH ",,,,,"Capacity: 30,000","Capacity: 30,000",,,401532399
2230,2084,"{'1': '3', '2': '17', '3': '6', '4': '14', 'total': '40'}","{'1': '14', '2': '7', '3': '9', '4': '7', 'total': '37'}",UB Stadium,"Buffalo, NY ",,,,,"Capacity: 25,013","Capacity: 25,013",,,401532401
249,2229,"{'1': '10', '2': '10', '3': '7', '4': '12', 'total': '39'}","{'1': '7', '2': '10', '3': '21', '4': '8', 'total': '46'}",Riccardo Silva Stadium,"Miami, FL ",,,,,"Capacity: 20,000","Capacity: 20,000",,,401520189
2132,221,"{'1': '10', '2': '10', '3': '7', '4': '0', 'total': '27'}","{'1': '7', '2': '0', '3': '0', '4': '14', 'total': '21'}",Acrisure Stadium,"Pittsburgh, PA ",,,,,"Capacity: 68,400","Capacity: 68,400",,,401525496
55,324,"{'1': '6', '2': '3', '3': '0', '4': '7', 'total': '16'}","{'1': '7', '2': '3', '3': '13', '4': '7', 'total': '30'}",,"Conway, SC ",,,,,"Capacity: 21,000","Capacity: 21,000",,,401520187
41,2247,"{'1': '0', '2': '0', '3': '0', '4': '14', 'total': '14'}","{'1': '7', '2': '14', '3': '7', '4': '7', 'total': '35'}",,"Atlanta, GA ",,,,,"Capacity: 25,000","Capacity: 25,000",,,401520192
2466,2348,"{'1': '7', '2': '7', '3': '7', '4': '0', 'total': '21'}","{'1': '10', '2': '21', '3': '20', '4': '0', 'total': '51'}",Joe Aillet Stadium,"Ruston, LA ",,,,,"Capacity: 28,562","Capacity: 28,562",,,401520197
2393,142,"{'1': '0', '2': '7', '3': '3', '4': '9', 'total': '19'}","{'1': '3', '2': '7', '3': '6', '4': '7', 'total': '23'}",Memorial Stadium/Faurot Field,"Columbia, MO ",,,,,"Capacity: 62,621","Capacity: 62,621",,,401520206
2277,98,"{'1': '0', '2': '14', '3': '0', '4': '8', 'total': '22'}","{'1': '24', '2': '7', '3': '7', '4': '14', 'total': '52'}",Houchens Industries-L.T. Smith Stadium,"Bowling Green, KY ",,,,,"Capacity: 23,776","Capacity: 23,776",,,401520218
2116,68,"{'1': '3', '2': '6', '3': '0', '4': '9', 'total': '18'}","{'1': '7', '2': '3', '3': '0', '4': '6', 'total': '16'}",Albertsons Stadium,"Boise, ID ",,,,,"Capacity: 36,387","Capacity: 36,387",,,401525827
248,242,"{'1': '0', '2': '7', '3': '0', '4': '21', 'total': '13'}","{'1': '21', '2': '7', '3': '0', '4': '0', 'total': '15'}",Rice Stadium,"Houston, TX ",,,,,"Capacity: 47,000","Capacity: 47,000",,,401525831
50,58,"{'1': '7', '2': '7', '3': '3', '4': '7', 'total': '24'}","{'1': '14', '2': '10', '3': '7', '4': '7', 'total': '38'}",Raymond James Stadium,"Tampa, FL ",,,,,"Capacity: 65,844","Capacity: 65,844",,,401531422
235,2032,"{'1': '3', '2': '21', '3': '7', '4': '6', 'total': '37'}","{'1': '0', '2': '3', '3': '0', '4': '0', 'total': '3'}",Centennial Bank Stadium,"Jonesboro, AR ",,,,,"Capacity: 30,406","Capacity: 30,406",,,401531427
70,2440,"{'1': '14', '2': '3', '3': '10', '4': '6', 'total': '33'}","{'1': '3', '2': '3', '3': '0', '4': '0', 'total': '6'}",Mackay Stadium,"Reno, NV ",,,,,"Capacity: 30,000","Capacity: 30,000",,,401532576
2377,57,"{'1': '0', '2': '0', '3': '0', '4': '7', 'total': '7'}","{'1': '13', '2': '13', '3': '16', '4': '7', 'total': '49'}",Ben Hill Griffin Stadium,"Gainesville, FL ",,,,,"Capacity: 88,548","Capacity: 88,548",,,401520190
2429,120,"{'1': '14', '2': '0', '3': '0', '4': '6', 'total': '20'}","{'1': '0', '2': '9', '3': '8', '4': '21', 'total': '38'}",SECU Stadium,"College Park, MD ",,,,,"Capacity: 54,000","Capacity: 54,000",,,401520200
2199,135,"{'1': '0', '2': '6', '3': '0', '4': '0', 'total': '6'}","{'1': '0', '2': '10', '3': '10', '4': '5', 'total': '25'}",Huntington Bank Stadium,"Minneapolis, MN ",,,,,"Capacity: 50,850","Capacity: 50,850",,,401520204
12,344,"{'1': '0', '2': '7', '3': '7', '4': '10', 'total': '0'}","{'1': '14', '2': '0', '3': '7', '4': '3', 'total': '7'}",Davis Wade Stadium,"Starkville, MS ",,,,,"Capacity: 61,337","Capacity: 61,337",,,401520205
218,164,"{'1': '0', '2': '0', '3': '0', '4': '7', 'total': '7'}","{'1': '7', '2': '6', '3': '0', '4': '23', 'total': '36'}",SHI Stadium,"Piscataway, NJ ",,,,,"Capacity: 52,454","Capacity: 52,454",,,401520210
231,2579,"{'1': '7', '2': '7', '3': '0', '4': '7', 'total': '21'}","{'1': '7', '2': '20', '3': '13', '4': '7', 'total': '47'}",Williams-Brice Stadium,"Columbia, SC ",,,,,"Capacity: 77,559","Capacity: 77,559",,,401520212
26,21,"{'1': '7', '2': '21', '3': '7', '4': '0', 'total': '35'}","{'1': '7', '2': '3', '3': '0', '4': '0', 'total': '10'}",Snapdragon Stadium,"San Diego, CA ",,,,,"Capacity: 35,000","Capacity: 35,000",,,401524001
2005,2534,"{'1': '0', '2': '3', '3': '0', '4': '10', 'total': '13'}","{'1': '0', '2': '0', '3': '3', '4': '0', 'total': '3'}",NRG Stadium,"Houston, TX ",,,,,"Capacity: 71,995","Capacity: 71,995",,,401520211
2447,2628,"{'1': '0', '2': '3', '3': '3', '4': '0', 'total': '6'}","{'1': '14', '2': '10', '3': '0', '4': '17', 'total': '41'}",Amon G. Carter Stadium,"Fort Worth, TX ",,,,,"Capacity: 46,000","Capacity: 46,000",,,401525832
2320,2433,"{'1': '0', '2': '0', '3': '0', '4': '14', 'total': '14'}","{'1': '7', '2': '14', '3': '0', '4': '3', 'total': '24'}",,"Monroe, LA ",,,,,"Capacity: 30,427","Capacity: 30,427",,,401531843
2635,167,"{'1': '7', '2': '3', '3': '0', '4': '0', 'total': '10'}","{'1': '7', '2': '21', '3': '21', '4': '7', 'total': '56'}",University Stadium (NM),"Albuquerque, NM ",,,,,"Capacity: 37,440","Capacity: 37,440",,,401532577
304,328,"{'1': '7', '2': '7', '3': '7', '4': '7', 'total': '28'}","{'1': '7', '2': '44', '3': '14', '4': '13', 'total': '78'}",Maverik Stadium,"Logan, UT ",,,,,"Capacity: 25,513","Capacity: 25,513",,,401532579
331,278,"{'1': '3', '2': '0', '3': '14', '4': '7', 'total': '7'}","{'1': '7', '2': '7', '3': '7', '4': '3', 'total': '10'}",Bulldog Stadium (CA),"Fresno, CA ",,,,,"Capacity: 40,727","Capacity: 40,727",,,401532574
2,25,"{'1': '0', '2': '7', '3': '0', '4': '7', 'total': '14'}","{'1': '3', '2': '7', '3': '0', '4': '0', 'total': '10'}",California Memorial Stadium,"Berkeley, CA ",,,,,"Capacity: 62,467","Capacity: 62,467",,,401520186
197,9,"{'1': '0', '2': '10', '3': '7', '4': '10', 'total': '27'}","{'1': '7', '2': '8', '3': '0', '4': '0', 'total': '15'}",Mountain America Stadium,"Tempe, AZ ",,,,,"Capacity: 53,599","Capacity: 53,599",,,401523998
399,62,"{'1': '7', '2': '10', '3': '3', '4': '0', 'total': '20'}","{'1': '10', '2': '7', '3': '7', '4': '7', 'total': '31'}",,"Honolulu, HI ",,,,,"Capacity: 17,000","Capacity: 17,000",,,401532575
2065,2390,"{'1': '0', '2': '0', '3': '0', '4': '7', 'total': '7'}","{'1': '14', '2': '20', '3': '7', '4': '7', 'total': '48'}",Hard Rock Stadium,"Miami Gardens, FL ",,,,,"Capacity: 64,992","Capacity: 64,992",,,401525499
2426,235,"{'1': '14', '2': '0', '3': '7', '4': '3', 'total': '24'}","{'1': '7', '2': '7', '3': '7', '4': '7', 'total': '28'}",Simmons Bank Liberty Stadium,"Memphis, TN ",,,,,"Capacity: 58,325","Capacity: 58,325",,,401531428
258,120,"{'1': '14', '2': '0', '3': '0', '4': '0', 'total': '14'}","{'1': '7', '2': '7', '3': '7', '4': '21', 'total': '42'}",SECU Stadium,"College Park, MD ",,,,,"Capacity: 54,000","Capacity: 54,000",,,401520231
349,2636,"{'1': '14', '2': '6', '3': '10', '4': '7', 'total': '37'}","{'1': '0', '2': '14', '3': '7', '4': '8', 'total': '29'}",Alamodome,"San Antonio, TX ",,,,,"Capacity: 36,582","Capacity: 36,582",,,401531396
328,2005,"{'1': '0', '2': '7', '3': '7', '4': '7', 'total': '21'}","{'1': '22', '2': '10', '3': '7', '4': '0', 'total': '39'}",Falcon Stadium,"USAF Academy, CO ",,,,,"Capacity: 46,692","Capacity: 46,692",,,401532581
2579,61,"{'1': '7', '2': '7', '3': '0', '4': '0', 'total': '14'}","{'1': '3', '2': '0', '3': '14', '4': '7', 'total': '24'}",Sanford Stadium,"Athens, GA ",,,,,"Capacity: 92,746","Capacity: 92,746",,,401520225
189,130,"{'1': '0', '2': '6', '3': '0', '4': '0', 'total': '6'}","{'1': '7', '2': '7', '3': '17', '4': '0', 'total': '31'}",Michigan Stadium,"Ann Arbor, MI ",,,,,"Capacity: 107,601","Capacity: 107,601",,,401520232
52,103,"{'1': '3', '2': '14', '3': '14', '4': '0', 'total': '31'}","{'1': '7', '2': '3', '3': '6', '4': '13', 'total': '29'}","Alumni Stadium (Chestnut Hill, MA)","Chestnut Hill, MA ",,,,,"Capacity: 44,500","Capacity: 44,500",,,401525500
2751,251,"{'1': '7', '2': '0', '3': '3', '4': '0', 'total': '10'}","{'1': '3', '2': '7', '3': '0', '4': '21', 'total': '31'}",DKR-Texas Memorial Stadium,"Austin, TX ",,,,,"Capacity: 100,119","Capacity: 100,119",,,401525840
98,194,"{'1': '3', '2': '7', '3': '0', '4': '0', 'total': '10'}","{'1': '7', '2': '35', '3': '7', '4': '14', 'total': '63'}",Ohio Stadium,"Columbus, OH ",,,,,"Capacity: 102,780","Capacity: 102,780",,,401520240
213,356,"{'1': '6', '2': '10', '3': '7', '4': '7', 'total': '30'}","{'1': '0', '2': '7', '3': '0', '4': '6', 'total': '13'}","Memorial Stadium (Champaign, IL)","Champaign, IL ",,,,,"Capacity: 60,670","Capacity: 60,670",,,401520226
264,127,"{'1': '14', '2': '21', '3': '6', '4': '0', 'total': '41'}","{'1': '0', '2': '0', '3': '0', '4': '7', 'total': '7'}",Spartan Stadium,"East Lansing, MI ",,,,,"Capacity: 75,005","Capacity: 75,005",,,401520233
2117,87,"{'1': '7', '2': '7', '3': '3', '4': '0', 'total': '17'}","{'1': '14', '2': '7', '3': '10', '4': '10', 'total': '41'}",Notre Dame Stadium,"Notre Dame, IN ",,,,,"Capacity: 80,795","Capacity: 80,795",,,401525437
333,58,"{'1': '0', '2': '3', '3': '7', '4': '7', 'total': '17'}","{'1': '3', '2': '0', '3': '0', '4': '0', 'total': '3'}",Raymond James Stadium,"Tampa, FL ",,,,,"Capacity: 65,844","Capacity: 65,844",,,401520244
2633,57,"{'1': '7', '2': '0', '3': '3', '4': '6', 'total': '16'}","{'1': '6', '2': '20', '3': '0', '4': '3', 'total': '29'}",Ben Hill Griffin Stadium,"Gainesville, FL ",,,,,"Capacity: 88,548","Capacity: 88,548",,,401520224
2692,254,"{'1': '0', '2': '7', '3': '0', '4': '0', 'total': '7'}","{'1': '7', '2': '10', '3': '14', '4': '0', 'total': '31'}",Rice-Eccles Stadium,"Salt Lake City, UT ",,,,,"Capacity: 51,444","Capacity: 51,444",,,401524012
62,2483,"{'1': '0', '2': '3', '3': '0', '4': '7', 'total': '10'}","{'1': '24', '2': '10', '3': '14', '4': '7', 'total': '55'}",Autzen Stadium,"Eugene, OR ",,,,,"Capacity: 54,000","Capacity: 54,000",,,401524008
99,344,"{'1': '10', '2': '14', '3': '10', '4': '7', 'total': '41'}","{'1': '0', '2': '7', '3': '0', '4': '7', 'total': '14'}",Davis Wade Stadium,"Starkville, MS ",,,,,"Capacity: 61,337","Capacity: 61,337",,,401520235
2306,142,"{'1': '7', '2': '7', '3': '10', '4': '3', 'total': '27'}","{'1': '10', '2': '7', '3': '0', '4': '13', 'total': '30'}",Memorial Stadium/Faurot Field,"Columbia, MO ",,,,,"Capacity: 62,621","Capacity: 62,621",,,401520236
21,204,"{'1': '0', '2': '3', '3': '0', '4': '6', 'total': '9'}","{'1': '3', '2': '9', '3': '7', '4': '7', 'total': '26'}",Reser Stadium,"Corvallis, OR ",,,,,"Capacity: 43,363","Capacity: 43,363",,,401524009
59,145,"{'1': '0', '2': '3', '3': '7', '4': '13', 'total': '23'}","{'1': '10', '2': '0', '3': '14', '4': '24', 'total': '48'}",Vaught-Hemingway Stadium,"Oxford, MS ",,,,,"Capacity: 64,038","Capacity: 64,038",,,401520241
36,38,"{'1': '14', '2': '7', '3': '0', '4': '7', 'total': '7'}","{'1': '14', '2': '0', '3': '0', '4': '14', 'total': '15'}",Folsom Field,"Boulder, CO ",,,,,"Capacity: 50,183","Capacity: 50,183",,,401524007
201,202,"{'1': '28', '2': '10', '3': '21', '4': '7', 'total': '66'}","{'1': '0', '2': '14', '3': '3', '4': '0', 'total': '17'}",Chapman Stadium,"Tulsa, OK ",,,,,"Capacity: 30,000","Capacity: 30,000",,,401525842
135,153,"{'1': '0', '2': '10', '3': '3', '4': '0', 'total': '13'}","{'1': '7', '2': '14', '3': '3', '4': '7', 'total': '31'}",Kenan Stadium,"Chapel Hill, NC ",,,,,"Capacity: 51,000","Capacity: 51,000",,,401520239
77,150,"{'1': '0', '2': '7', '3': '0', '4': '7', 'total': '14'}","{'1': '7', '2': '10', '3': '14', '4': '7', 'total': '38'}",Wallace Wade Stadium,"Durham, NC ",,,,,"Capacity: 40,004","Capacity: 40,004",,,401520223
2458,265,"{'1': '0', '2': '7', '3': '7', '4': '7', 'total': '21'}","{'1': '22', '2': '21', '3': '14', '4': '7', 'total': '64'}",Gesa Field,"Pullman, WA ",,,,,"Capacity: 32,952","Capacity: 32,952",,,401524013
2428,26,"{'1': '0', '2': '0', '3': '0', '4': '7', 'total': '7'}","{'1': '35', '2': '10', '3': '14', '4': '0', 'total': '59'}",Rose Bowl,"Pasadena, CA ",,,,,"Capacity: 88,565","Capacity: 88,565",,,401524011
2711,2294,"{'1': '7', '2': '3', '3': '0', '4': '0', 'total': '10'}","{'1': '0', '2': '14', '3': '17', '4': '10', 'total': '41'}",Kinnick Stadium,"Iowa City, IA ",,,,,"Capacity: 69,250","Capacity: 69,250",,,401520227
2335,2084,"{'1': '10', '2': '14', '3': '17', '4': '14', 'total': '55'}","{'1': '0', '2': '14', '3': '7', '4': '6', 'total': '27'}",UB Stadium,"Buffalo, NY ",,,,,"Capacity: 25,013","Capacity: 25,013",,,401520222
